"Label","Tweet"
"leave","Magna Carta Today - https://t.co/VXBXMbHUYR https://t.co/VXBXMbHUYR this is why we should #voteleave"
"leave","#VoteConservative if you don't know that no #Brexit and #ECHR - the worst combination of both worlds - stuck in #EU minus same basic rights."
"leave","@StrongerIn ha ha ha ha ha Who believes such rubbish ? \""Remain and Regret\"""
"stay","@polnyypesets @vote_leave also, how would leaving EU change this? other than make it more likely our border wld move from Calais to Dover."
"leave","George Galloway \u0026amp; Nigel Farage join forces on Brexit @Cicerone973 @MastaKace @ajaltamimi  https://t.co/ovd7OAe2Ye"
"leave","@wef A Brexit would mean that trade between the 2 countries stops. What kind of assumption is that? The effects will most likely be minimal."
"stay","$GBPUSD: UK GDP growth looks to have ground to a halt: https://t.co/0bVxBE469T"
"leave","@StrongerIn Is that cos of masses of cheap labour? Who pays for all the people on the doll? Tax payer..."
"stay","A Protectionist Pres Trump wld pull the US drawbridge up \u0026amp; Brexit wld kill British workers. If you think Liam Fox et al will help, dream on."
"leave","Remember the clueless IDIOTS that allowed economic basket case Greece entry into EU? So do I.    #VoteLeave #Brexit https://t.co/ul9MbfSllD"
"leave","most of world is not in EU – and that most of these countries are doing better economically than most of the EU.' https://t.co/USrzQqRpRg"
"leave","Do Brits need their own Declaration of Independence from the Americans? #EUref #LeaveEU #betteroffout #tcot https://t.co/PKw35Kshin"
"leave","#ae16 polls have closed bringing to an end 3 consecutive years of elections in Norn Iron. The #Brexit campaign can now begin proper!"
"leave","@Daily_Express its obvious Russia will soon move on the collapsing EU zone more reason for Brexit"
"leave","So it seems TTIP in essence will allow US corporation giants to basically dismantle the NHS via a committee. Nah, not about that #Brexit"
"stay","The entire world has gone completely mad. UK teetering on brink of Brexit, EU roiling in migration crisis, US Trumped up, MENA on fire. Sigh"
"leave","@StrongerIn IT'S NOT upto them."
"stay","EU exit would make UK 'less attractive' to investors, says Japan's PM - https://t.co/MMG5fFBNpk How you say BS in Japanese Brexit"
"leave","@Havering_In @NigelPargetterx @StrongerIn ... Contrary to all observable evidence and reams of published material !"
"stay","Trump coming out in favour of #Brexit could be the best thing for the In Campaign https://t.co/h0EbfT9Ioc"
"leave","Wherever you are in the UK today, make sure you vote #UKIP to send a strong message to the establishment that we support #Brexit"
"stay","@MarkReckless @UKIP @ITVWales After Brexit, UKIP'll have to stop having leaflets printed in the Netherlands. #UKjobs https://t.co/bsq3PpAOeP"
"leave","@COdendahl @CER_IanBond @SophiaBesch @CER_London That podcast is totally and utterly biased and one sided. #Brexit #EUref #LeaveEU"
"stay","Though Churchill - admired by #Brexit - was strongly in favour of United States of Europe https://t.co/tlnUVypHxf  https://t.co/TnDG4IbD8O"
"stay","@SpotLdn I gave #Khan vote coz he's pro #remain."
"leave","Ignore the ukip bit,,,,, but #LeaveEU  https://t.co/FSFspONOHa"
"stay","#Brexit fears impending on UK growth https://t.co/SEmuqOUaTB via @FXstreetNews https://t.co/6VTJBpAw2h"
"stay","@charlieclift @SpainCultureUK @IR11edinburgh I imagine if Brexit goes ahead many more will be forced to move back, and lose a lot of money."
"leave","@sajidjavid. Until the EU have different ideas. #Brexit"
"stay","@Vote_LeaveMedia @SteveBakerHW \n\nI was in Germany in 1980. Every morning RAF Jaguars would race down the Saar valley.\n\nGet Real #VoteRemain"
"stay","People of Europe or peoples of Europe? Does Obama's speech pose the need for a European polity? #EUref #DontWalkAway https://t.co/OeLNyCUEco"
"leave","@Number10gov @GlamourMagUK #Brexit first time I voted today. You inspired me with all this better in shit."
"leave","#Brexit @UKIP @getbritainout EU 'sacrifices' press freedom for Turkish help https://t.co/to27seLqa6 via @POLITICOEurope"
"leave","@DavidJo52951945 The Persian Empire tried to destroy the Greeks but failed. They have now succumbed to the tyrannical EU.\n#Brexit"
"stay",".@guildhallschool show how orchestra would be decimated by Brexit. I'm sure the same is true in many museums: https://t.co/KJqBVozlx1"
"stay","@Vote_LeaveMedia You couldn't make this up could you!"
"leave","Ridiculous. And people from here go to France for their holidays..! https://t.co/5R4Tl5F2an"
"leave","@DanHannanMEP @LeaveEUOfficial you need to be more visible and get arguments against in the public domain"
"leave","https://t.co/5oHlKJMVSF\n\nVideo of MEP investigating #TTIP being CENSORED by EU. RT. @eci_ttip @TTIPBeware @BetterOffOut @Grassroots_Out"
"stay","@ChrisGiles_ @vote_leave  The Vote Leave default position is to be cross with everyone. Have the Japanese particularly disappointed them?"
"leave","@debbiesimone123 @patrickwintour Well, he is (really) in favour of Brexit. If so, will be first intelligent move he's made in a year."
"stay","How many times have the BeLeavers a) lied about out weekly contribution https://t.co/N0hF83H7sB b) spent this money? https://t.co/fnox72O2QL"
"leave","Everyone should respect the sovereignty of the EU countries. The #EU Does Not!!! It's Time To Leave #EUreferendum #Brexit #VoteLeave #EuRef"
"stay","Take Farage, Boris, Gove and IDS and now add a prize Trump....no way I'm on that team so it's remain for me. #EUreferendum"
"leave","@COdendahl @CER_IanBond @SophiaBesch @CER_London Get outside your echo chamber?? #Brexit #EUref #LeaveEU #VoteLeave https://t.co/doFT2ZTaF0"
"stay","@vote_leave Shame on your integrity for still peddling the £350million myth."
"leave","This is why I hate the EU. #brexit https://t.co/ISE5pT0xRw"
"leave","Prayers for England!  #Brexit #Pegida https://t.co/3uUSwW7z4d"
"leave","Wind Farms Paid €500 Million A Year To Stand idle 2016 – 033 #Germany’s #EU Expensive Green Energy Fiasco\n #Brexit https://t.co/Bnsv64ymzI"
"leave","@StrongerIn Japan’s ‘no immigration principle’ looking as solid as ever then?"
"leave","@RedHotSquirrel @iVoteLeave 48 days till INDEPENDENCE #BREXIT"
"stay","@English_Woman @polnyypesets @vote_leave @CarolineLucas We, as decided by Parliament, make some of our laws with our EU partners."
"leave","https://t.co/fc2CocuFPk"
"leave","@StrongerIn 4 world leaders and 3 hell bent on TTIP 🇬🇧 vote leave"
"stay","Japanese prime minister Shinzo Abe warns Brexit could hit foreign investment - The Telegraph https://t.co/7ITbfehSGg"
"stay","Obviously not keeping it that quiet if you're mouthing off about it Kermit https://t.co/yDT0hL2g8q"
"leave","Ha! https://t.co/qlYOFM7x8l"
"leave","@StrongerIn @theresecoffey rather not have 60,000 people competing for uk IT jobs thanks very much!\nhttps://t.co/xmGg3ioBaQ\n@LeaveEUOfficial"
"leave","That £9m could have helped the 9000 servicemen who now live on the streets you pratt. #brexit #euref #leave #LeaveEU https://t.co/8NU4yhbxD4"
"leave","Looks like the @BBC is as impartial as ever. They're no better than Murdock's cronies. Time to stir up shit #Brexit  https://t.co/75MeHwC4oO"
"stay","Abe: Brexit would make UK 'less attractive for Japanese investment': Japan's prime minister has warned that a... https://t.co/cjwwlipHUR"
"stay","Read my latest @OUPAcademic blog post on why #Brexit is a bad idea. https://t.co/1ry7oH8cAc"
"leave","We have added lots of new 'Leave' events in the Manchester area; please come and give us your support https://t.co/hWSq2EaDL8 #EUref #Brexit"
"stay","@LeaveEUOfficial we are restricted by EU to trade outside the EU even with the common wealth countries \u0026amp; the EU economy has flat lined"
"stay","#StrongerIn https://t.co/8qFhtla21f Vote 'In' for Africa"
"stay","@bijeshtank another total knobber joins the brexit along with uber knobbers farage and katie hopkins to name a few"
"leave","#truth https://t.co/MhqewMWR4s"
"leave","But @David_Cameron Dave Dave Dave only 1 needed for out #Brexit the fact your leading the in campaign 😇"
"stay","I was worried about the outcome of the Independence Referendum. I couldn't care less about Brexit because I know we'll vote IN."
"leave","@StrongerIn again, we're not voting to leave Europe, that's physically impossible! We want out of EU! EU does not equal Europe!"
"leave","@EPM_Mike @bengoldacre I'd rather a guy that supports BREXIT than one that does what his mate Dave asks him to say to us. Trump's OK, Obama?"
"stay","Nuff said  https://t.co/bXdQAVoGsS"
"stay","Can we assign them a tiny disused off-shore island where they can all live (with each other) happily ever after?  https://t.co/XEN97Cr0lS"
"stay","@GeorgeKaburu LOL - how might you think that?  Against Brexit is an UNDERSTATEMENT I believe it would be disastrous for the UK and Europe."
"stay","Wow as if Farrage and Johnson are not twattish enough now Trump has waded in. #VoteOut officially full blown circus"
"stay","Perhaps u should be paying more attention to the loss of credit rating, which may cost billions post #Brexit genius https://t.co/3A2nw6evm3"
"stay","Japanese premier warns Brexit would make UK less attractive to Japanese investors\n\nhttps://t.co/XBjH5Rk3w2"
"leave","Well done the EU #sellout #disgraceful #TTIPLeaks #brexit https://t.co/05PFVHXalU"
"leave","Despite threat of another #NorthernIrish #border #McWilliams backs #Brexit for #Irish gain https://t.co/gAqhDa8iwN https://t.co/8r3HYcIUIw"
"leave","Of course he does. -EU referendum: Donald Trump backs Brexit - https://t.co/oDGPYxwx5w"
"stay","Brexit would ‘significantly damage’ London Market, says IUA: \n           Underwriters have raised concerns Br... https://t.co/Nx6G87HZ57"
"stay","City would not collapse in a heap but it would be far less prosperous - Mark Boleat #Brexit debate @Mishcon_de_Reya"
"stay","I directed him towards the @StrongerIn website as well as this https://t.co/z0V1F9j0s6 and... (To be continued)"
"leave","Seems legit. https://t.co/A5OEvk3RG6"
"leave","Support for #Brexit stronger among small #food and #drink firms: William Reed survey https://t.co/vkbvyiZ4ww"
"leave","Let's get OUT, June 23 is our one and only chance #VoteLeave #Brexit @LeaveEUOfficial @ukleave_eu @vote_leave https://t.co/2cIyXu8LPd"
"stay","Cutting ourselves off from #EU friends, as @vote_leave wants, would make our defence weaker, says @nsoamesmp    https://t.co/pqIe9wwaPY"
"leave","For fundamental principles of self-determination and democracy. #LeaveEU #VoteLeave #GO https://t.co/4LQ8eNupy7… https://t.co/VTuSTDGPs1"
"leave","Spread the Word https://t.co/4zWMkfui2Y #voteleave via @vote_leave"
"stay","Global leaders: UK is #StrongerInEurope @uktostayeu vote #Remain in #EURef  https://t.co/5Y6PZDGhVY"
"leave","#Turkey, #Serbia, #Albania, #Montenegro, \u0026amp; #Bosnia stands firmly on the EU path. #EUreferendum #Brexit #VoteLeave #EUref"
"leave","Only 5% of the rescue packages went to the #Greek people. Study by ESMT Berlin. #grexit #brexit #EUref #euro #Eufail saves banks not people"
"leave","Brexit Leader: ‘Keep Sending Obama Over’ https://t.co/XRWoDnFkOQ"
"leave","@GlenisWillmott @rodneysadd @LincsFreePress #Brexit the Globalist cabal is done. We don't want it."
"leave","When someone has my heart I give it my all! But comes a time when truth surfaces \u0026amp; need to let the mind lead over the heart!! #TakeControl"
"leave","@eumigrantworker @UKandEU @sundersays @britishfuture 3/4 concerned \u0026amp; is continued access to free healthcare plus say child benefit a right"
"leave","Just when do we say that's enough? https://t.co/kjckbtQQe0"
"stay","Thank you for the support  @PHamzahee  https://t.co/yn3ZAiGAvb"
"stay","Exactly this: https://t.co/s8XEyfdSlO"
"leave","@bry3056 @PoliticsSense there's history there I believe #Brexit #weakerin"
"stay","Donald Trump backs Brexit, saying UK would be 'better off' without EU \nThat's me decided then #stay https://t.co/WaDzajdnSK"
"leave","Just wait until they have an EU navy. Then we will have problems. https://t.co/SZ1Os9BZHW"
"leave","\""England Bans Its Own Flag to Avoid Offending Muslims\"" https://t.co/zhTeGKUoHO #Brexit #immigration #referendum #SaferBritain #migrants"
"leave","Paddy Ashdown says food prices will decrease with Brexit \u0026amp; Lord Rose says wages will go up. And that's the Bremainers! #VoteLeave"
"leave","#VoteLeave #Brexit\nI have said for many months that Daesh criminals are out to destabilise Europe https://t.co/lajuihNHku"
"leave","@drummersark @iVoteLeave The sheeple will believe his propaganda! Nah,they wont believe the country file bullshit out of his mouth. #Brexit"
"leave","mashable : Donald Trump opines on British politics, backs Brexit https://t.co/5aKBBRHM6l https://t.co/TYBV7JtpIA … https://t.co/BRlcITDUqI"
"stay","#Brexit are hoping for the \""good old days\"" and a war. Among all the things it's about, it's about the war. \""We won\""! https://t.co/MUcOjERdGN"
"leave","@GBCNewsroom It's not true that Gibraltar would be cut off and isolated in event of #Brexit. No way would British people abandon the Rock"
"stay","“@RichmondEurope: Please register to vote before 7 June #StrongerIn https://t.co/CUNXAvFctQ” DEMOCRACY?? PEACE ?? Ye Gods. Truly B.S.E."
"leave","Forgotten something Mr Cameron? PM in U-turn after backing Turkey to join the EU https://t.co/c1AVrbaSlr #DavidCameron"
"leave","@RedHotSquirrel @tim_newling The EU will not tariff UK cars post #brexit. They fear reciprocation vs Merc, Audi, VW, Opel (Vauxhall), BMW"
"stay","U.K. Government wants #TTIP - staying in EU is ironically the best way to stop it when others in EU listen \u0026amp; block it! #bbcqt #EUref"
"leave","#Eurozone in CRISIS: Greece set to default AGAIN + Italy panics £270BN of bad loans https://t.co/DdWVxrho6G EU rotten to the core #voteLeave"
"leave","#DavidCameron kicked out of an #NHS hospital! #AWESOME https://t.co/wFMdGRCQsT Respect to the man who told him to #FOff"
"stay","@vote_leave false. Border control still exists in Calais. If it didn't, then why can't a person come without passports being checked?"
"leave","- @UKIP @Nigel_Farage @EUVoteLeave23rd @LeaveEUOfficial  @HACKEDOFF_VOTER https://t.co/370wWU9h2o"
"leave","@leaveeuofficial @stardust193 If you vap, vote UKIP as EU is coming after you all with help from Corbyn, Cameron, libdems,snp et al"
"leave","Slack EU border control \u0026amp; nationalism \"" are challenges that have to do with the future of Europe\"". Don't pass the buck on us, Merkel #Brexit"
"leave","At least Trump believes in his country of birth unlike Cameron or Corbyn. Obama is just a meaningless sideshow. https://t.co/nNF4xcVb3m"
"leave","@lasancmt @StrongerIn My companies trade with New Zealand \u0026amp; China. It's easy now. No need to pay EU who only hinder us #brexit #voteleave"
"leave","Guigou is right, Europe must not succumb to the denigration of the neo-liberals in the anglo-sphere. #eupol #auspol  https://t.co/dEURZEzYfT"
"stay","Tony Blair: 'Rational' voters will heed Obama's Brexit... https://t.co/nBdy1u4cRx https://t.co/Jkk5PKI1SC"
"leave","Agreed. @RealDonaldTrump says Britain would be better off outside EU #Brexit"
"leave","We want brexit . https://t.co/jgqTTjmNS6"
"leave","#Brexit is the way #forward  https://t.co/pCOt9pX1JW"
"leave","@stardust193 @britainelects Come on #no2eu give me some good news. I'm on the piss in  barcelona! I want heads, i want labour shafted!"
"stay","Well. Another reason to stay in then. #StrongerIn https://t.co/vpcCBn2baw"
"leave","Insight into ultra secretive TTIP reading room at EU Parliament. This is quite shocking https://t.co/m8lnYCg5Jv #democracy #EURef #brexit"
"stay","He's like the gift that keeps on giving ...  https://t.co/HjViQh0cbi"
"leave","HAH! Obama is a disaster…. - Pro-Brexit Leader Jokes \""Keep Sending Obama Over\"" After Surge In Polls https://t.co/gadJGSYsuU"
"leave","Last day of campaigning ahead of elections across UK no longer voting for @Number10gov brokenpromisis BrExit LeaveEU https://t.co/YjCVTILZIR"
"leave","Don't forget to vote today and send Cameron and the greedy Tories a message #election #davidcameron #votelabour https://t.co/sK8vDoZVQv"
"leave","@AlfredTheOK @StrongerIn @StrongerInPress \n\nWho are these arbitrarily maligned \""bureaucrats\""???\n\nMore faceless than OUR civil service?"
"leave","@cafe_mic @AFP Nothing wrong with nationalism! Vote for the Brexit!"
"leave","100% voting OUT. Well worth 3 mins of your time: https://t.co/hj2uoDeywx #Brexit #Brexitpoll #EUnomore"
"stay","Donald Trump backs Brexit. That means that we are now staying in the EU. No point in this referendum #brexit #Trump2016"
"stay","@vote_leave the word you are all looking for is #Independence it is what we do best while building lasting relationships with our friends"
"stay","Accuses #StrongerIn of scaremongering, tells story of Turkey joining the EU and a flood of 75 million Turks... Well done Lawson #bbcqt"
"leave","#VoteRemain The EU is only relevant because we are in it! #VoteLeave  #Brexit to expand UK global influence #EU https://t.co/e5fBBnFiPE"
"leave","@StrongerIn A complete and utter lie."
"leave","#wales2016 #wales #assemblyelections #voteleave #gogogo #go #brexit  https://t.co/SfOtdAMRVZ"
"leave","@sevanslux @wit_xx @richardkent Jim Davidson's for #Brexit \u0026amp; doesn't wimpishly think it's \""tooooooo risky\"""
"leave","So good to see @UKIPWales doing so well here. Feel as though my vote really counted yesterday, next up it's time to #VoteLeave"
"leave","#GoldmanSachs is funding #Remain Love of our country is funding #Brexit Never give up the fight #VoteLeave https://t.co/OCHWuhZN7b"
"leave","Good sense argument for not listening to #Remain  https://t.co/7AbifGMl3J"
"stay","Media: \""Donald Trump backed #Brexit. You know, that guy. Donald TRUMP. You can't support it now, can you? CAN YOU!?\"" #euref"
"stay","Nuff said https://t.co/0sokleCFXr"
"stay","RT @CharlesBegley01: Mark Boleat @cityoflondon warns Brexit would wreak havoc with trade @CPA_London @Mishcon_de_Reya @CityAM EU debate"
"stay","If #brexit supporters have to rely on trump they really are screwed https://t.co/3DGt7DmEG3"
"leave","White Europeans gave Europe away. Fix ur continent folks, we're (USA) sick of coming to ur rescue. #Pegida #Brexit  https://t.co/itRWJyZNsu"
"leave","RIGHT!  #Brexit https://t.co/P4HDmpXcEs"
"stay","This echoes our research: Brexit would be hugely disruptive to the City and its customers\n\nhttps://t.co/wMHvRGAli0 https://t.co/3IpR1lbo8D"
"leave","#Cameron #Brexit #EUref #LeaveEU #VoteLeave #Tories #UKIP #Labour https://t.co/QIEcurWnci"
"leave","@StrongerIn While bulls are stabbed with swords in Spain. EU has done nothing to stop that"
"leave","Downy exit? https://t.co/WBuT1rrNA7"
"leave","@marcmarnie Niz claimed yestreen they slip you a mickey in Budapest and you wake up with no kidneys. No kidneys, no campaigning. #Remain"
"leave","@StrongerIn @StrongerInPress errr what about turkey.  What a stupid position Germany and the EU put us in. What about the havoc of Ukraine?"
"leave","Less Jobs More Migrants #Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/r2IQXrmOyS"
"leave","@stutchd @truemagic68 If the LSE recommends staying in, it's almost certainly a good idea to get out. #Brexit"
"leave","Create belief systems which SERVE you, not derail or desempower you. #TakeControl, #AimHigh"
"leave","@VOTEBremain @uktostayeu @StrongerIn @Another_Europe\nClearly doesn't understand what the EU is it how it functions."
"leave","@SkyNews how about Leavie McEuro, in keeping with overpowering UK people that are only wanting a fair vote. #Brexit https://t.co/V3yUcSwCP7"
"leave","The PM really has got himself into a beggar's muddle. https://t.co/iEhor06A12"
"stay","#Brexit  would make UK 'less attractive' to investors, says Japan. More world leaders saying we're #StrongerIn  - https://t.co/abBAnZcovK"
"leave","#brexit if #remain and #strongerin are successful post 23rd June. Forgive them father for they know not what they have done. Rip uk"
"leave","@Y_Eurosceptics @StrongerIn @helengoth Most EU citizens in UK would not meet work visa rules, data show https://t.co/a5clwAAeKY"
"leave","#VoteLeave  https://t.co/IFXW0YLc4B"
"leave","This is just utter tripe @StrongerInPress Norway abides 21% of EU rules, is consulted \u0026amp; pays far less #voteleave https://t.co/k55K1dQWzj"
"leave","@GibStrongerIN @VOTEBremain @StrongerIn @BBCRealityCheck @euromove @YEM_UK @HouseofCommons https://t.co/lE32I7TGV3"
"stay","It's a measure of ukip voters that they think voting for them today will help #Brexit #badKnobs  https://t.co/MIxdgE5uZj"
"leave","@StephenMangan @Cassetteboy the good news is they don't actually get to run the country if we do brexit."
"stay","If this tosser is for Brexit there is no better reason to vote Remain. \u0026gt; Donald Trump backs Brexit \n https://t.co/Bb2jBaLKNk"
"stay","Name me one company says they will increase investment in the UK?\n( just being polite while planning #brexit move) https://t.co/PHpxoTBvr9"
"stay","Good luck to all the brexit supporters ahhahahaha  https://t.co/kYWOI0LSvS"
"leave","Trump backs Brexit; says UK would be better off without EU: Says migration that has been a horrible thing for... https://t.co/tshYpNXnYq"
"stay","With Kim Jong-un, Diego Costa and Hans Grubber all still to comment https://t.co/bFTnGuynWR"
"leave","@vote_leave @Britanniacomms  https://t.co/i82qTP7fRR"
"leave","EU Brexit Pictures Free to Use https://t.co/giMz0Dh6M8"
"leave","Vote Leave (@vote_leave) | Twitter https://t.co/YROZ9cDyqW"
"stay","Trump wants to build wall on border with Mexico and offers #Brexit any let over bricks to build their wall #Remain"
"stay","Young Brits Have Most At Stake In The #Brexit #Referendum But Know The Least About The EU\nhttps://t.co/gelKBqD1XJ https://t.co/tomsdP4kC6"
"leave","There are more chances for a #Brexit than #Trump being a #US president ;)"
"stay","A Manchester audience clapping the political editor of the daily mail over #brexit. The country has officially gone mad #bbcqt"
"leave","Take note EU and European Court of \""Justice\"": 'unjust laws aren't laws at all' (St Augustine) #voteleave"
"leave","@Elliot_Vaughn @StrongerInPress Yup, our competitors all have UK's best interests at heart. https://t.co/zETwkGObUv"
"stay","There we have it - the final word on #Brexit by the world's best economist, #DonaldTrump #LeaveEU https://t.co/AWf5VkHwfS"
"leave","#voteukip I do hope so but we have given up a lot of our identity for the sake of cross party unity on Brexit! https://t.co/FFOF3JPQau"
"leave","PM ADMIts WE HAVE FAILED ON LETTING IN CRIMINALS, AND THEN WHEN WE DO CATCH THEM BEING UNABLE TO DEPORT THEM. SICKENING ISN'T IT. #voteleave"
"leave","And now we move to the all-important goal of #Remain in th #EU - Alternative is 10 years of chaos @David_Cameron"
"leave","@George_Osborne -  Britain's economy sinking. What is the betting you will balme BREXIT. \n\nA kindergarten child could do your job better."
"leave","BBC News - Elections 2016: Nigel Farage hails UKIP's 'breakthroughs' https://t.co/NWF8rNPy2i #UKIP #Farage #Brexit"
"stay","A Brexit could spell a mass exodus of EU workers because they'd fail immigration rules https://t.co/bmk1N5tOfA via @yahooNewsUK"
"leave","But no one believes you anymore Dave #Brexit  https://t.co/HD5Y3E1IbA"
"leave","127 million migrants given access to UK via EU. The lunatics are in charge of the asylum. #Brexit to save G Britain\nhttps://t.co/NWsctq44sl"
"leave","Yup. Buying #remainians to avoid #brexit makes it look a disingenuous campaign @StrongerIn @vote_leave #euref https://t.co/RMQ3z6JAAz"
"leave","#LeaveEU What was the point in WWII, if the Government are just going to hand Britain to Europe, on a platter????"
"leave","UK GDP £1.2 Trillion Lost and the Impact on Labour and the Labour Force by #EU #Brexit Facts https://t.co/r0HST3UFwn #bbcqt"
"leave","LISTEN TO CITY EXECUTIVES - HUGE BREXIT BOOST: More than 100 City executives back campaign to leave ‘damaging’ EU https://t.co/j3UBpGxAKy"
"leave","@LeaveEUOfficial @CapX A vote to remain is a vote to keep being a Euro slave. A vote to leave is a vote for freedom and sell government"
"stay","Brexit May Spell Doom for Fintech and Bitcoin. In the UK,… https://t.co/eb0d62t5th #bitcoin #fintech #btc #crypto https://t.co/FdfTWWGzM5"
"leave","#Strongerin Remember girls..it was the EU that taxed Fanny Pads\n#Voteleave"
"stay","@worth3016 Russian gov, have said brexit its a matter for uk,while supporting Le pen, farage et al. You can again infer, I choose to."
"leave","Time to unleash The Boris #Brexit #VoteLeave https://t.co/dmnKSQpEij"
"leave","Im #voting #Brexit  why Europe is on its knees and Greece not abiding with the #hague convention and not returning my English son home"
"stay","Donald Trump thinks Britain should leave the EU? No kiddin... #Brexit https://t.co/8iDGL43zEe"
"leave","Trump backs #Brexit. https://t.co/droKGNR4qI"
"stay","#Twendency #NOW #StrongerIn TT of UK politics https://t.co/wqyKxDK5cW"
"stay","More #Brexit concerns after retailer #Next sees slump in sales \u0026amp; profits. Read more of today's #consumer news here https://t.co/iwL9sJm4br"
"leave","Let us hope the #EUEstablishment gets a lesson TODAY go and vote #Brexit and #UKIP and read https://t.co/G3iIiA80Wb  https://t.co/JVAvgfcCml"
"leave",".@JLongworthVL: Re: the 13% concerned with EU exports, that section of economy would have marginal impact on the UK economy #UKReferendum"
"leave","@StrongerIn Oh no it's the skewed dodgy CBI numbers once again. I thought that one had been done to death by now #voteleave #takecontrol"
"leave","Merkel is a criminal who must be punished in a court of law. https://t.co/LVoLDHmrKQ"
"stay","1/50 #Brexit would hit the UK economy by £4,300 per year per household: HM Treasury analysis https://t.co/Jp6APrzfxE https://t.co/7zFYedG7E9"
"leave","European Army: The Ultimate #EU Goal is to Take #Russia https://t.co/wBcdOL5Knv #euref #remain #strongerout #brexit https://t.co/fvdXYnbpC7"
"stay","Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/yGXZCiCsnt       A  boost for the staying in complain  !!"
"stay","I think we all know what way to vote now #stayin https://t.co/VRsCD5g8xN"
"leave","@StrongerIn Claiming this has anything to do with EU is rubbish. It's called global competition #Brexit #LeaveEU"
"leave","EU defenders are clinging to something that is weakening; leavers are reaching out for something better \u0026gt;\u0026gt; https://t.co/ZuhEXO06vp #Brexit"
"leave","ridiculous https://t.co/wXbkUUO79O"
"leave","Europeans no He is Right, so America we have him let's not lose him, vote Trump! https://t.co/PdsM3b0AYJ"
"leave","@StrongerInPress https://t.co/3okTvxQtrk"
"leave","The #EU has faced a financial, greek, Ukraine and refugee crisis. Now it's time for a seccesion crisis #brexit"
"stay","Brexit will leave 2 million Britons in legal limbo abroad, say peers: https://t.co/wQRCHVS3jg"
"leave","#pollingday Democracy ain't perfect, but unaccountable arrogant bureaucrats are worse #choice #brexit #voteleave https://t.co/2plkYJhb5S"
"leave","Heart rules head as food and drink industry backs Brexit: https://t.co/1jJn5J1zrh via @TheGrocer"
"stay","Is #brexit the doom of #fintech and #bitcoin in the UK? https://t.co/2BtMLbjl1s"
"stay","Alastair Campbell leaflets eradicate 445 anarchists before #Bremain says Turks #Bremain"
"leave","Simplistic view...\nEU referendum: Donald Trump backs Brexit - https://t.co/TJ2j69ZFuf"
"leave","#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/p6Tp2YphxB"
"leave","@DavidJo52951945 And maintaining their unique personalities and cultures. \n#YanksForBrexit\n#Brexit"
"stay","Collectively, the UK PMIs suggest that the economic recovery has ground to a halt. Firms blame #Brexit risk. https://t.co/hYBECVQtic"
"leave","@uk_rants @StrongerIn And our security, don't forget that #TTIP-don-t-mention-the-job-losses"
"stay","Wonder if #Bremain folks will use this? https://t.co/Fx5TNyfLKP"
"leave","@LeaveEUOfficial Juncker talking junk as always"
"leave","And our self respect https://t.co/NPQVyFP1Dd"
"stay","Small business owners - we want to leave the EU because we've had it with our workers having rights. #EUref #Remain"
"stay","One more reason to vote #Remain #StrongerIn  https://t.co/aip1xM7FXk"
"leave","Donald Trump backs Brexit. https://t.co/H3ivJuwkkm"
"leave","#puttingUKonhold. If the Tories had set out to cause stagnation and chaotic uncertainty. Mission accomplished BREXIT https://t.co/3PWLTjdPaf"
"leave","If we don't vote brexit it'll replace the weather as our no 1 topic https://t.co/7r6ToaE3p4"
"stay",".@BeverleyTruth No, but you make a very good point. This is what economists say about #Brexit #StrongerIn https://t.co/ZJWBf9aW45"
"leave","@rickygervais Support Brexit. https://t.co/qPtDUHJiQY"
"stay","Where are Exit leaders. BoJo Nigel. Grove--not happening guys https://t.co/ar2Gd2p263"
"leave","@StrongerIn There's no queue as France has said no to TTIP so who else are America negotiating with? And we have £56B trade already 🇬🇧➡️🇺🇸"
"stay","Congrats on the Remain campaign on their upcoming victory.\n\nhttps://t.co/A6LPycueLV"
"stay","You're in great company Brexiteers! Maybe now's the time to come to your senses. https://t.co/x44xGHnZFl"
"leave","Yes and some idiots believe it https://t.co/EuV9vSbCMg"
"leave","LOL Nope! 😀  A UK able to trade world wide tariff free is a brave but ultimately sane \u0026amp; prosperous option #Brexit https://t.co/gEpW2E6zOQ"
"stay","Hey @donaldtusk  you are the best example in the World of a raving lunatic. #Brexit  https://t.co/hVWXjQfGal"
"leave","After out wins,UK can negotiate deal with Japan,cannot via EU.Multiply that deal with other World countries. #Brexit https://t.co/8lIBbqS2eY"
"stay","50 days to bust 50 myths | Rachel Franklin @RachelAFranklin @InFactsOrg #EUref #UKinEU #InFacts #StrongerIn #Bremain\nhttps://t.co/LKq7fHVtmE"
"leave","#Brexit Is it just me that has a problem with Liberal Democrats wanting to stay in the least democratic union in the world\nDemocrats:EU ??"
"stay","If you're voting Brexit I feel bad for you son, I got 99 problems but lack of common sense ain't one."
"stay","#churchill feared an iron curtain in Europe. No less preferable is the net curtain #brexit want. #SttongerIn #Remain #EU #EUref"
"leave","@StrongerIn so that means not being in eu we wouldnt share intelligence. that makes sense!"
